id,original_id,category,dataset,image_path,numpy_path,original_path,description,width,height,original_width,original_height,aspect_ratio,file_size_kb,room_count,room_types,has_balcony,has_garage,floors,architectural_style,area_estimate
high_quality_00013,12703,high_quality,cubicasa5k,data/processed/images/high_quality_00013_12703.png,data/processed/numpy_arrays/high_quality_00013_12703.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/12703/F1_original.png,Modern compact 2-room apartment,512,512,937,770,1.216883116883117,194,2,,False,False,1,modern,298
high_quality_00014,50,high_quality,cubicasa5k,data/processed/images/high_quality_00014_50.png,data/processed/numpy_arrays/high_quality_00014_50.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/50/F1_original.png,Contemporary spacious 6-room house,512,512,610,676,0.9023668639053254,337,6,,False,False,1,contemporary,792
high_quality_00015,10602,high_quality,cubicasa5k,data/processed/images/high_quality_00015_10602.png,data/processed/numpy_arrays/high_quality_00015_10602.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/10602/F1_original.png,Contemporary compact 2-room apartment with garage,512,512,795,941,0.844845908607864,414,2,,False,True,1,contemporary,280
high_quality_00016,9656,high_quality,cubicasa5k,data/processed/images/high_quality_00016_9656.png,data/processed/numpy_arrays/high_quality_00016_9656.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/9656/F1_original.png,Traditional spacious 6-room house with garage,512,512,1040,572,1.8181818181818181,149,6,,False,True,1,traditional,774
high_quality_00017,10408,high_quality,cubicasa5k,data/processed/images/high_quality_00017_10408.png,data/processed/numpy_arrays/high_quality_00017_10408.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/10408/F1_original.png,Traditional 4-room apartment with balcony and garage,512,512,2730,2048,1.3330078125,464,4,,True,True,1,traditional,604
high_quality_00018,9000,high_quality,cubicasa5k,data/processed/images/high_quality_00018_9000.png,data/processed/numpy_arrays/high_quality_00018_9000.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/9000/F1_original.png,Modern compact 2-room apartment with balcony and garage,512,512,434,495,0.8767676767676768,70,2,,True,True,1,modern,382
high_quality_00019,103,high_quality,cubicasa5k,data/processed/images/high_quality_00019_103.png,data/processed/numpy_arrays/high_quality_00019_103.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/103/F1_original.png,Contemporary compact 2-room apartment,512,512,616,196,3.142857142857143,57,2,,False,False,1,contemporary,298
high_quality_00020,9490,high_quality,cubicasa5k,data/processed/images/high_quality_00020_9490.png,data/processed/numpy_arrays/high_quality_00020_9490.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/9490/F1_original.png,Traditional 4-room apartment with balcony,512,512,1087,797,1.3638644918444165,413,4,,True,False,1,traditional,616
high_quality_00021,9803,high_quality,cubicasa5k,data/processed/images/high_quality_00021_9803.png,data/processed/numpy_arrays/high_quality_00021_9803.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/9803/F1_original.png,Traditional compact 2-room apartment with balcony,512,512,769,807,0.952912019826518,230,2,,True,False,1,traditional,320
high_quality_00022,3161,high_quality,cubicasa5k,data/processed/images/high_quality_00022_3161.png,data/processed/numpy_arrays/high_quality_00022_3161.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/3161/F1_original.png,Traditional 4-room apartment with balcony and garage,512,512,4000,3000,1.3333333333333333,625,4,,True,True,1,traditional,712
high_quality_00023,5606,high_quality,cubicasa5k,data/processed/images/high_quality_00023_5606.png,data/processed/numpy_arrays/high_quality_00023_5606.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/5606/F1_original.png,Contemporary compact 2-room apartment,512,512,696,397,1.7531486146095718,147,2,,False,False,1,contemporary,382
high_quality_00024,6211,high_quality,cubicasa5k,data/processed/images/high_quality_00024_6211.png,data/processed/numpy_arrays/high_quality_00024_6211.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/6211/F1_original.png,Modern compact 2-room apartment with garage,512,512,996,553,1.8010849909584086,277,2,,False,True,1,modern,388
high_quality_00025,1034,high_quality,cubicasa5k,data/processed/images/high_quality_00025_1034.png,data/processed/numpy_arrays/high_quality_00025_1034.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/1034/F1_original.png,Modern 4-room apartment,512,512,1263,648,1.9490740740740742,420,4,,False,False,1,modern,740
high_quality_00026,9857,high_quality,cubicasa5k,data/processed/images/high_quality_00026_9857.png,data/processed/numpy_arrays/high_quality_00026_9857.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/9857/F1_original.png,Contemporary compact 2-room apartment,512,512,937,715,1.3104895104895105,196,2,,False,False,1,contemporary,278
high_quality_00027,3909,high_quality,cubicasa5k,data/processed/images/high_quality_00027_3909.png,data/processed/numpy_arrays/high_quality_00027_3909.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/3909/F1_original.png,Contemporary compact 2-room apartment with balcony and garage,512,512,995,1192,0.834731543624161,147,2,,True,True,1,contemporary,392
high_quality_00028,20202,high_quality,cubicasa5k,data/processed/images/high_quality_00028_20202.png,data/processed/numpy_arrays/high_quality_00028_20202.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/20202/F1_original.png,Modern compact 2-room apartment with balcony,512,512,608,885,0.6870056497175141,329,2,,True,False,1,modern,374
high_quality_00029,5807,high_quality,cubicasa5k,data/processed/images/high_quality_00029_5807.png,data/processed/numpy_arrays/high_quality_00029_5807.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/5807/F1_original.png,Contemporary compact 2-room apartment,512,512,872,576,1.5138888888888888,135,2,,False,False,1,contemporary,268
high_quality_00030,8724,high_quality,cubicasa5k,data/processed/images/high_quality_00030_8724.png,data/processed/numpy_arrays/high_quality_00030_8724.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/8724/F1_original.png,Contemporary compact 2-room apartment with balcony,512,512,334,834,0.40047961630695444,68,2,,True,False,1,contemporary,326
high_quality_00031,3790,high_quality,cubicasa5k,data/processed/images/high_quality_00031_3790.png,data/processed/numpy_arrays/high_quality_00031_3790.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/3790/F1_original.png,Contemporary compact 2-room apartment,512,512,592,693,0.8542568542568543,136,2,,False,False,1,contemporary,240
high_quality_00032,14030,high_quality,cubicasa5k,data/processed/images/high_quality_00032_14030.png,data/processed/numpy_arrays/high_quality_00032_14030.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/14030/F1_original.png,Modern compact 2-room apartment,512,512,496,454,1.092511013215859,85,2,,False,False,1,modern,368
high_quality_00033,13671,high_quality,cubicasa5k,data/processed/images/high_quality_00033_13671.png,data/processed/numpy_arrays/high_quality_00033_13671.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/13671/F1_original.png,Traditional compact 2-room apartment with balcony,512,512,834,498,1.6746987951807228,77,2,,True,False,1,traditional,400
high_quality_00034,14692,high_quality,cubicasa5k,data/processed/images/high_quality_00034_14692.png,data/processed/numpy_arrays/high_quality_00034_14692.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/14692/F1_original.png,Traditional compact 2-room apartment with balcony,512,512,445,567,0.7848324514991182,56,2,,True,False,1,traditional,290
high_quality_00035,4773,high_quality,cubicasa5k,data/processed/images/high_quality_00035_4773.png,data/processed/numpy_arrays/high_quality_00035_4773.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/4773/F1_original.png,Contemporary 4-room apartment,512,512,980,759,1.2911725955204216,203,4,,False,False,1,contemporary,748
high_quality_00036,8175,high_quality,cubicasa5k,data/processed/images/high_quality_00036_8175.png,data/processed/numpy_arrays/high_quality_00036_8175.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/8175/F1_original.png,Contemporary 4-room apartment with balcony and garage,512,512,1276,843,1.5136417556346382,195,4,,True,True,1,contemporary,488
high_quality_00037,11589,high_quality,cubicasa5k,data/processed/images/high_quality_00037_11589.png,data/processed/numpy_arrays/high_quality_00037_11589.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/11589/F1_original.png,Modern 4-room apartment with balcony,512,512,4000,3000,1.3333333333333333,773,4,,True,False,1,modern,600
high_quality_00038,3569,high_quality,cubicasa5k,data/processed/images/high_quality_00038_3569.png,data/processed/numpy_arrays/high_quality_00038_3569.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/3569/F1_original.png,Traditional compact 2-room apartment,512,512,2730,2048,1.3330078125,263,2,,False,False,1,traditional,260
high_quality_00039,10669,high_quality,cubicasa5k,data/processed/images/high_quality_00039_10669.png,data/processed/numpy_arrays/high_quality_00039_10669.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/10669/F1_original.png,Traditional compact 2-room apartment with balcony,512,512,4000,3000,1.3333333333333333,375,2,,True,False,1,traditional,272
high_quality_00040,1468,high_quality,cubicasa5k,data/processed/images/high_quality_00040_1468.png,data/processed/numpy_arrays/high_quality_00040_1468.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/1468/F1_original.png,Contemporary compact 2-room apartment with balcony,512,512,735,545,1.348623853211009,51,2,,True,False,1,contemporary,282
high_quality_00041,3594,high_quality,cubicasa5k,data/processed/images/high_quality_00041_3594.png,data/processed/numpy_arrays/high_quality_00041_3594.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/3594/F1_original.png,Traditional compact 2-room apartment,512,512,1403,801,1.7515605493133584,317,2,,False,False,1,traditional,294
high_quality_00042,12137,high_quality,cubicasa5k,data/processed/images/high_quality_00042_12137.png,data/processed/numpy_arrays/high_quality_00042_12137.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/12137/F1_original.png,Traditional 4-room apartment with garage,512,512,961,670,1.4343283582089552,233,4,,False,True,1,traditional,580
high_quality_00043,4745,high_quality,cubicasa5k,data/processed/images/high_quality_00043_4745.png,data/processed/numpy_arrays/high_quality_00043_4745.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/4745/F1_original.png,Modern compact 2-room apartment,512,512,490,760,0.6447368421052632,46,2,,False,False,1,modern,334
high_quality_00044,5697,high_quality,cubicasa5k,data/processed/images/high_quality_00044_5697.png,data/processed/numpy_arrays/high_quality_00044_5697.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/5697/F1_original.png,Traditional compact 2-room apartment with balcony and garage,512,512,902,1105,0.816289592760181,288,2,,True,True,1,traditional,302
high_quality_00045,12761,high_quality,cubicasa5k,data/processed/images/high_quality_00045_12761.png,data/processed/numpy_arrays/high_quality_00045_12761.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/12761/F1_original.png,Modern compact 2-room apartment with balcony and garage,512,512,800,711,1.1251758087201125,238,2,,True,True,1,modern,380
high_quality_00046,991,high_quality,cubicasa5k,data/processed/images/high_quality_00046_991.png,data/processed/numpy_arrays/high_quality_00046_991.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/991/F1_original.png,Modern compact 2-room apartment with balcony and garage,512,512,4000,3000,1.3333333333333333,323,2,,True,True,1,modern,400
high_quality_00047,13812,high_quality,cubicasa5k,data/processed/images/high_quality_00047_13812.png,data/processed/numpy_arrays/high_quality_00047_13812.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/13812/F1_original.png,Traditional compact 2-room apartment with balcony and garage,512,512,718,531,1.3521657250470809,131,2,,True,True,1,traditional,324
high_quality_00048,5836,high_quality,cubicasa5k,data/processed/images/high_quality_00048_5836.png,data/processed/numpy_arrays/high_quality_00048_5836.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/5836/F1_original.png,Traditional compact 2-room apartment with balcony and garage,512,512,1183,840,1.4083333333333334,144,2,,True,True,1,traditional,364
high_quality_00049,4548,high_quality,cubicasa5k,data/processed/images/high_quality_00049_4548.png,data/processed/numpy_arrays/high_quality_00049_4548.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/4548/F1_original.png,Contemporary compact 2-room apartment,512,512,1023,655,1.5618320610687022,292,2,,False,False,1,contemporary,386
high_quality_00050,1208,high_quality,cubicasa5k,data/processed/images/high_quality_00050_1208.png,data/processed/numpy_arrays/high_quality_00050_1208.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/1208/F1_original.png,Contemporary compact 2-room apartment with balcony,512,512,669,372,1.7983870967741935,129,2,,True,False,1,contemporary,288
high_quality_00051,13486,high_quality,cubicasa5k,data/processed/images/high_quality_00051_13486.png,data/processed/numpy_arrays/high_quality_00051_13486.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/13486/F1_original.png,Modern compact 2-room apartment,512,512,715,438,1.6324200913242009,110,2,,False,False,1,modern,348
high_quality_00052,12130,high_quality,cubicasa5k,data/processed/images/high_quality_00052_12130.png,data/processed/numpy_arrays/high_quality_00052_12130.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/12130/F1_original.png,Modern 4-room apartment with balcony,512,512,431,663,0.6500754147812972,224,4,,True,False,1,modern,528
high_quality_00053,5690,high_quality,cubicasa5k,data/processed/images/high_quality_00053_5690.png,data/processed/numpy_arrays/high_quality_00053_5690.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/5690/F1_original.png,Modern 4-room apartment with balcony,512,512,1170,742,1.5768194070080863,566,4,,True,False,1,modern,604
high_quality_00054,1230,high_quality,cubicasa5k,data/processed/images/high_quality_00054_1230.png,data/processed/numpy_arrays/high_quality_00054_1230.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/1230/F1_original.png,Modern compact 2-room apartment with balcony,512,512,1173,817,1.4357405140758874,190,2,,True,False,1,modern,348
high_quality_00055,13029,high_quality,cubicasa5k,data/processed/images/high_quality_00055_13029.png,data/processed/numpy_arrays/high_quality_00055_13029.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/13029/F1_original.png,Modern compact 2-room apartment,512,512,567,401,1.4139650872817955,122,2,,False,False,1,modern,352
high_quality_00056,3709,high_quality,cubicasa5k,data/processed/images/high_quality_00056_3709.png,data/processed/numpy_arrays/high_quality_00056_3709.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/3709/F1_original.png,Modern compact 2-room apartment,512,512,722,621,1.1626409017713366,88,2,,False,False,1,modern,252
high_quality_00057,1095,high_quality,cubicasa5k,data/processed/images/high_quality_00057_1095.png,data/processed/numpy_arrays/high_quality_00057_1095.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/1095/F1_original.png,Modern compact 2-room apartment,512,512,1249,788,1.5850253807106598,352,2,,False,False,1,modern,262
high_quality_00058,5607,high_quality,cubicasa5k,data/processed/images/high_quality_00058_5607.png,data/processed/numpy_arrays/high_quality_00058_5607.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/5607/F1_original.png,Contemporary 4-room apartment with garage,512,512,925,947,0.9767687434002112,771,4,,False,True,1,contemporary,688
high_quality_00059,14250,high_quality,cubicasa5k,data/processed/images/high_quality_00059_14250.png,data/processed/numpy_arrays/high_quality_00059_14250.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/14250/F1_original.png,Contemporary compact 2-room apartment with balcony and garage,512,512,774,880,0.8795454545454545,281,2,,True,True,1,contemporary,254
high_quality_00060,3736,high_quality,cubicasa5k,data/processed/images/high_quality_00060_3736.png,data/processed/numpy_arrays/high_quality_00060_3736.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/3736/F1_original.png,Contemporary compact 2-room apartment,512,512,827,759,1.0895915678524375,299,2,,False,False,1,contemporary,306
high_quality_00061,12153,high_quality,cubicasa5k,data/processed/images/high_quality_00061_12153.png,data/processed/numpy_arrays/high_quality_00061_12153.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/12153/F1_original.png,Traditional compact 2-room apartment,512,512,1137,839,1.3551847437425506,206,2,,False,False,1,traditional,348
high_quality_00062,13081,high_quality,cubicasa5k,data/processed/images/high_quality_00062_13081.png,data/processed/numpy_arrays/high_quality_00062_13081.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/13081/F1_original.png,Modern compact 2-room apartment with balcony and garage,512,512,490,418,1.1722488038277512,98,2,,True,True,1,modern,364
high_quality_00063,3160,high_quality,cubicasa5k,data/processed/images/high_quality_00063_3160.png,data/processed/numpy_arrays/high_quality_00063_3160.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/3160/F1_original.png,Contemporary compact 2-room apartment with garage,512,512,755,755,1.0,177,2,,False,True,1,contemporary,388
high_quality_00064,12705,high_quality,cubicasa5k,data/processed/images/high_quality_00064_12705.png,data/processed/numpy_arrays/high_quality_00064_12705.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/12705/F1_original.png,Traditional 4-room apartment with balcony,512,512,678,637,1.0643642072213502,143,4,,True,False,1,traditional,508
high_quality_00065,14892,high_quality,cubicasa5k,data/processed/images/high_quality_00065_14892.png,data/processed/numpy_arrays/high_quality_00065_14892.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/14892/F1_original.png,Modern compact 2-room apartment with balcony,512,512,523,524,0.9980916030534351,46,2,,True,False,1,modern,280
high_quality_00066,12957,high_quality,cubicasa5k,data/processed/images/high_quality_00066_12957.png,data/processed/numpy_arrays/high_quality_00066_12957.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/12957/F1_original.png,Modern 4-room apartment,512,512,1320,787,1.6772554002541296,298,4,,False,False,1,modern,512
high_quality_00067,337,high_quality,cubicasa5k,data/processed/images/high_quality_00067_337.png,data/processed/numpy_arrays/high_quality_00067_337.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/337/F1_original.png,Modern 4-room apartment with balcony,512,512,855,346,2.4710982658959537,191,4,,True,False,1,modern,684
high_quality_00068,5069,high_quality,cubicasa5k,data/processed/images/high_quality_00068_5069.png,data/processed/numpy_arrays/high_quality_00068_5069.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/5069/F1_original.png,Contemporary compact 2-room apartment,512,512,1758,1422,1.2362869198312236,1832,2,,False,False,1,contemporary,388
high_quality_00069,561,high_quality,cubicasa5k,data/processed/images/high_quality_00069_561.png,data/processed/numpy_arrays/high_quality_00069_561.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/561/F1_original.png,Contemporary 4-room apartment with garage,512,512,478,335,1.4268656716417911,177,4,,False,True,1,contemporary,776
high_quality_00070,3167,high_quality,cubicasa5k,data/processed/images/high_quality_00070_3167.png,data/processed/numpy_arrays/high_quality_00070_3167.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/3167/F1_original.png,Contemporary spacious 6-room house with garage,512,512,768,695,1.1050359712230216,51,6,,False,True,1,contemporary,876
high_quality_00071,12530,high_quality,cubicasa5k,data/processed/images/high_quality_00071_12530.png,data/processed/numpy_arrays/high_quality_00071_12530.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/12530/F1_original.png,Contemporary compact 2-room apartment with balcony,512,512,1666,1274,1.3076923076923077,157,2,,True,False,1,contemporary,340
high_quality_00072,3503,high_quality,cubicasa5k,data/processed/images/high_quality_00072_3503.png,data/processed/numpy_arrays/high_quality_00072_3503.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/3503/F1_original.png,Modern compact 2-room apartment,512,512,630,802,0.7855361596009975,53,2,,False,False,1,modern,320
high_quality_00073,798,high_quality,cubicasa5k,data/processed/images/high_quality_00073_798.png,data/processed/numpy_arrays/high_quality_00073_798.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/798/F1_original.png,Modern compact 2-room apartment,512,512,304,469,0.6481876332622601,97,2,,False,False,1,modern,356
high_quality_00074,6243,high_quality,cubicasa5k,data/processed/images/high_quality_00074_6243.png,data/processed/numpy_arrays/high_quality_00074_6243.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/6243/F1_original.png,Modern compact 2-room apartment,512,512,676,843,0.8018979833926453,163,2,,False,False,1,modern,258
high_quality_00075,1092,high_quality,cubicasa5k,data/processed/images/high_quality_00075_1092.png,data/processed/numpy_arrays/high_quality_00075_1092.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/1092/F1_original.png,Contemporary 4-room apartment,512,512,976,849,1.149587750294464,314,4,,False,False,1,contemporary,656
high_quality_00076,10293,high_quality,cubicasa5k,data/processed/images/high_quality_00076_10293.png,data/processed/numpy_arrays/high_quality_00076_10293.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/10293/F1_original.png,Traditional compact 2-room apartment with balcony,512,512,619,549,1.127504553734062,93,2,,True,False,1,traditional,312
high_quality_00077,1639,high_quality,cubicasa5k,data/processed/images/high_quality_00077_1639.png,data/processed/numpy_arrays/high_quality_00077_1639.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/1639/F1_original.png,Traditional compact 2-room apartment,512,512,1070,671,1.594634873323398,314,2,,False,False,1,traditional,316
high_quality_00078,12961,high_quality,cubicasa5k,data/processed/images/high_quality_00078_12961.png,data/processed/numpy_arrays/high_quality_00078_12961.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/12961/F1_original.png,Contemporary compact 2-room apartment with balcony,512,512,533,534,0.99812734082397,123,2,,True,False,1,contemporary,374
