id,original_id,category,dataset,image_path,numpy_path,original_path,description,width,height,original_width,original_height,aspect_ratio,file_size_kb,room_count,room_types,has_balcony,has_garage,floors,architectural_style,area_estimate
high_quality_architectural_00384,13814,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00384_13814.png,data/processed/numpy_arrays/high_quality_architectural_00384_13814.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/13814/F1_original.png,Contemporary compact 2-room apartment with balcony and garage (architectural quality),512,512,836,589,1.4193548387096775,227,2,,True,True,1,contemporary,376
high_quality_00675,10541,high_quality,cubicasa5k,data/processed/images/high_quality_00675_10541.png,data/processed/numpy_arrays/high_quality_00675_10541.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/10541/F1_original.png,Modern compact 2-room apartment,512,512,440,502,0.8764940239043825,86,2,,False,False,1,modern,372
high_quality_architectural_01877,13299,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01877_13299.png,data/processed/numpy_arrays/high_quality_architectural_01877_13299.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/13299/F1_original.png,Traditional compact 2-room apartment with garage (architectural quality),512,512,794,595,1.334453781512605,241,2,,False,True,1,traditional,246
high_quality_architectural_00346,1601,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00346_1601.png,data/processed/numpy_arrays/high_quality_architectural_00346_1601.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/1601/F1_original.png,Traditional compact 2-room apartment with balcony and garage (architectural quality),512,512,780,417,1.870503597122302,158,2,,True,True,1,traditional,298
high_quality_architectural_00547,9572,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00547_9572.png,data/processed/numpy_arrays/high_quality_architectural_00547_9572.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/9572/F1_original.png,Traditional compact 2-room apartment with balcony (architectural quality),512,512,399,877,0.4549600912200684,211,2,,True,False,1,traditional,262
high_quality_architectural_03235,5791,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03235_5791.png,data/processed/numpy_arrays/high_quality_architectural_03235_5791.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/5791/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,601,749,0.8024032042723631,329,2,,False,True,1,modern,314
high_quality_architectural_00476,9603,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00476_9603.png,data/processed/numpy_arrays/high_quality_architectural_00476_9603.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/9603/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,533,803,0.663760896637609,236,2,,False,True,1,modern,386
high_quality_architectural_01911,9262,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01911_9262.png,data/processed/numpy_arrays/high_quality_architectural_01911_9262.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/9262/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,890,616,1.4448051948051948,394,2,,False,False,1,contemporary,268
high_quality_00952,13632,high_quality,cubicasa5k,data/processed/images/high_quality_00952_13632.png,data/processed/numpy_arrays/high_quality_00952_13632.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/13632/F1_original.png,Contemporary 4-room apartment,512,512,674,723,0.9322268326417704,170,4,,False,False,1,contemporary,580
high_quality_00363,5815,high_quality,cubicasa5k,data/processed/images/high_quality_00363_5815.png,data/processed/numpy_arrays/high_quality_00363_5815.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/5815/F1_original.png,Modern compact 2-room apartment,512,512,538,724,0.7430939226519337,32,2,,False,False,1,modern,380
high_quality_00703,3247,high_quality,cubicasa5k,data/processed/images/high_quality_00703_3247.png,data/processed/numpy_arrays/high_quality_00703_3247.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/3247/F1_original.png,Contemporary compact 2-room apartment with garage,512,512,1696,1200,1.4133333333333333,752,2,,False,True,1,contemporary,242
high_quality_architectural_02538,1186,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_02538_1186.png,data/processed/numpy_arrays/high_quality_architectural_02538_1186.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/1186/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,776,598,1.2976588628762542,325,2,,False,False,1,contemporary,386
high_quality_architectural_01837,7526,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01837_7526.png,data/processed/numpy_arrays/high_quality_architectural_01837_7526.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/7526/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,1367,876,1.5605022831050228,1057,2,,False,True,1,modern,372
high_quality_architectural_00280,1630,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00280_1630.png,data/processed/numpy_arrays/high_quality_architectural_00280_1630.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/1630/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,1132,1040,1.0884615384615384,741,2,,False,True,1,modern,352
high_quality_architectural_03284,41,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03284_41.png,data/processed/numpy_arrays/high_quality_architectural_03284_41.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/41/F1_original.png,Contemporary compact 2-room apartment with balcony (architectural quality),512,512,906,618,1.4660194174757282,255,2,,True,False,1,contemporary,366
high_quality_architectural_02540,678,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_02540_678.png,data/processed/numpy_arrays/high_quality_architectural_02540_678.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/678/F1_original.png,Traditional compact 2-room apartment with balcony and garage (architectural quality),512,512,428,553,0.7739602169981917,101,2,,True,True,1,traditional,286
high_quality_architectural_00341,11526,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00341_11526.png,data/processed/numpy_arrays/high_quality_architectural_00341_11526.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/11526/F1_original.png,Contemporary compact 2-room apartment with garage (architectural quality),512,512,1163,782,1.4872122762148337,323,2,,False,True,1,contemporary,240
high_quality_architectural_01835,11354,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01835_11354.png,data/processed/numpy_arrays/high_quality_architectural_01835_11354.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/11354/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,939,631,1.4881141045958794,396,2,,False,False,1,modern,378
high_quality_architectural_00576,9912,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00576_9912.png,data/processed/numpy_arrays/high_quality_architectural_00576_9912.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/9912/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,2168,1528,1.418848167539267,1394,2,,False,False,1,modern,300
high_quality_00930,14846,high_quality,cubicasa5k,data/processed/images/high_quality_00930_14846.png,data/processed/numpy_arrays/high_quality_00930_14846.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/14846/F1_original.png,Traditional compact 2-room apartment with balcony and garage,512,512,495,490,1.010204081632653,90,2,,True,True,1,traditional,304
high_quality_architectural_02518,1529,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_02518_1529.png,data/processed/numpy_arrays/high_quality_architectural_02518_1529.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/1529/F1_original.png,Modern compact 2-room apartment (architectural quality),512,512,438,575,0.7617391304347826,134,2,,False,False,1,modern,302
high_quality_00367,20210,high_quality,cubicasa5k,data/processed/images/high_quality_00367_20210.png,data/processed/numpy_arrays/high_quality_00367_20210.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/20210/F1_original.png,Modern compact 2-room apartment with garage,512,512,759,498,1.5240963855421688,146,2,,False,True,1,modern,260
colorful_00094,12200,colorful,cubicasa5k,data/processed/images/colorful_00094_12200.png,data/processed/numpy_arrays/colorful_00094_12200.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/colorful/12200/F1_original.png,Traditional compact 2-room apartment (colorful rendering),512,512,600,849,0.7067137809187279,85,2,,False,False,1,traditional,308
high_quality_architectural_01817,12177,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01817_12177.png,data/processed/numpy_arrays/high_quality_architectural_01817_12177.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/12177/F1_original.png,Contemporary 4-room apartment with balcony and garage (architectural quality),512,512,1412,691,2.0434153400868307,382,4,,True,True,1,contemporary,480
high_quality_00419,13033,high_quality,cubicasa5k,data/processed/images/high_quality_00419_13033.png,data/processed/numpy_arrays/high_quality_00419_13033.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/13033/F1_original.png,Modern compact 2-room apartment with balcony and garage,512,512,403,997,0.40421263791374124,178,2,,True,True,1,modern,356
high_quality_architectural_02502,11297,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_02502_11297.png,data/processed/numpy_arrays/high_quality_architectural_02502_11297.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/11297/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,889,856,1.0385514018691588,342,2,,False,False,1,traditional,262
high_quality_architectural_02253,11514,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_02253_11514.png,data/processed/numpy_arrays/high_quality_architectural_02253_11514.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/11514/F1_original.png,Traditional compact 2-room apartment with balcony (architectural quality),512,512,2573,3624,0.7099889624724062,3068,2,,True,False,1,traditional,400
high_quality_architectural_03311,3717,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03311_3717.png,data/processed/numpy_arrays/high_quality_architectural_03311_3717.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/3717/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,407,773,0.5265200517464425,201,2,,False,True,1,modern,288
high_quality_architectural_03474,12573,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03474_12573.png,data/processed/numpy_arrays/high_quality_architectural_03474_12573.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/12573/F1_original.png,Contemporary compact 2-room apartment with garage (architectural quality),512,512,718,520,1.3807692307692307,259,2,,False,True,1,contemporary,248
high_quality_architectural_01597,6053,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01597_6053.png,data/processed/numpy_arrays/high_quality_architectural_01597_6053.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/6053/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,810,521,1.5547024952015356,291,2,,False,False,1,traditional,286
high_quality_architectural_03654,14649,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03654_14649.png,data/processed/numpy_arrays/high_quality_architectural_03654_14649.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/14649/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,389,635,0.6125984251968504,182,2,,False,False,1,traditional,368
high_quality_00779,9968,high_quality,cubicasa5k,data/processed/images/high_quality_00779_9968.png,data/processed/numpy_arrays/high_quality_00779_9968.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/9968/F1_original.png,Modern compact 2-room apartment with balcony,512,512,922,562,1.6405693950177935,251,2,,True,False,1,modern,268
high_quality_architectural_03329,3942,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03329_3942.png,data/processed/numpy_arrays/high_quality_architectural_03329_3942.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/3942/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,836,647,1.2921174652241112,116,2,,False,False,1,traditional,388
high_quality_00742,6342,high_quality,cubicasa5k,data/processed/images/high_quality_00742_6342.png,data/processed/numpy_arrays/high_quality_00742_6342.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/6342/F1_original.png,Contemporary compact 2-room apartment,512,512,333,630,0.5285714285714286,40,2,,False,False,1,contemporary,326
high_quality_00988,14647,high_quality,cubicasa5k,data/processed/images/high_quality_00988_14647.png,data/processed/numpy_arrays/high_quality_00988_14647.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/14647/F1_original.png,Modern compact 2-room apartment with balcony,512,512,1627,650,2.503076923076923,389,2,,True,False,1,modern,358
high_quality_architectural_00522,11869,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00522_11869.png,data/processed/numpy_arrays/high_quality_architectural_00522_11869.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/11869/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,734,475,1.545263157894737,200,2,,False,False,1,contemporary,240
high_quality_architectural_03503,3523,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03503_3523.png,data/processed/numpy_arrays/high_quality_architectural_03503_3523.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/3523/F1_original.png,Traditional compact 2-room apartment with balcony (architectural quality),512,512,1271,887,1.4329199549041713,617,2,,True,False,1,traditional,374
high_quality_00532,14255,high_quality,cubicasa5k,data/processed/images/high_quality_00532_14255.png,data/processed/numpy_arrays/high_quality_00532_14255.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/14255/F1_original.png,Contemporary 4-room apartment,512,512,543,605,0.8975206611570248,110,4,,False,False,1,contemporary,712
high_quality_00561,1036,high_quality,cubicasa5k,data/processed/images/high_quality_00561_1036.png,data/processed/numpy_arrays/high_quality_00561_1036.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/1036/F1_original.png,Contemporary 4-room apartment,512,512,502,637,0.7880690737833596,330,4,,False,False,1,contemporary,692
high_quality_00839,631,high_quality,cubicasa5k,data/processed/images/high_quality_00839_631.png,data/processed/numpy_arrays/high_quality_00839_631.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/631/F1_original.png,Traditional compact 2-room apartment with garage,512,512,1014,645,1.572093023255814,325,2,,False,True,1,traditional,330
high_quality_architectural_02156,9897,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_02156_9897.png,data/processed/numpy_arrays/high_quality_architectural_02156_9897.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/9897/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,637,1188,0.5361952861952862,341,2,,False,False,1,traditional,328
high_quality_architectural_00164,8172,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00164_8172.png,data/processed/numpy_arrays/high_quality_architectural_00164_8172.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/8172/F1_original.png,Traditional compact 2-room apartment (architectural quality),512,512,572,507,1.1282051282051282,111,2,,False,False,1,traditional,360
high_quality_00179,477,high_quality,cubicasa5k,data/processed/images/high_quality_00179_477.png,data/processed/numpy_arrays/high_quality_00179_477.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/477/F1_original.png,Contemporary compact 2-room apartment with balcony,512,512,369,579,0.6373056994818653,103,2,,True,False,1,contemporary,286
high_quality_architectural_01688,144,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_01688_144.png,data/processed/numpy_arrays/high_quality_architectural_01688_144.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/144/F1_original.png,Modern compact 2-room apartment with garage (architectural quality),512,512,695,815,0.852760736196319,380,2,,False,True,1,modern,284
high_quality_architectural_02582,3225,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_02582_3225.png,data/processed/numpy_arrays/high_quality_architectural_02582_3225.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/3225/F1_original.png,Contemporary 4-room apartment (architectural quality),512,512,1746,1252,1.3945686900958467,792,4,,False,False,1,contemporary,568
high_quality_architectural_00995,12201,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_00995_12201.png,data/processed/numpy_arrays/high_quality_architectural_00995_12201.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/12201/F1_original.png,Traditional compact 2-room apartment with balcony and garage (architectural quality),512,512,988,659,1.4992412746585735,169,2,,True,True,1,traditional,382
high_quality_00452,13435,high_quality,cubicasa5k,data/processed/images/high_quality_00452_13435.png,data/processed/numpy_arrays/high_quality_00452_13435.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality/13435/F1_original.png,Contemporary compact 2-room apartment,512,512,1144,592,1.9324324324324325,383,2,,False,False,1,contemporary,318
high_quality_architectural_03320,48,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03320_48.png,data/processed/numpy_arrays/high_quality_architectural_03320_48.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/48/F1_original.png,Modern compact 2-room apartment with balcony (architectural quality),512,512,1017,869,1.1703107019562715,1361,2,,True,False,1,modern,268
high_quality_architectural_03718,11335,high_quality_architectural,cubicasa5k,data/processed/images/high_quality_architectural_03718_11335.png,data/processed/numpy_arrays/high_quality_architectural_03718_11335.npy,/Users/premshah/Project/Master/Deep Learning/FloorMind/data/cubicasa5k/high_quality_architectural/11335/F1_original.png,Contemporary compact 2-room apartment (architectural quality),512,512,3506,2468,1.420583468395462,1986,2,,False,False,1,contemporary,376
